shift_Id,doct_Id,nurse_Id,helper_Id,shift_Date,shift_Start,shift_End
70480,1302,null,null,2025-06-02,14:00:00,22:00:00
70481,1332,null,null,2025-05-19,08:00:00,16:00:00
70482,1317,null,null,2025-05-20,14:00:00,22:00:00
70483,1337,null,null,2025-05-21,08:00:00,16:00:00
70484,1373,null,null,2025-05-22,08:00:00,16:00:00
70485,1365,null,null,2025-05-23,14:00:00,22:00:00
70486,1347,null,null,2025-05-24,08:00:00,16:00:00
70487,1399,null,null,2025-05-25,08:00:00,16:00:00
70488,1397,null,null,2025-05-26,14:00:00,22:00:00
70489,1394,null,null,2025-05-27,08:00:00,16:00:00
70490,1005,null,null,2025-05-28,06:00:00,14:00:00
70491,1001,null,null,2025-05-29,14:00:00,22:00:00
70492,1007,null,null,2025-05-30,18:00:00,02:00:00
70493,1003,null,null,2025-05-31,22:00:00,06:00:00
70494,1011,null,null,2025-06-01,08:00:00,16:00:00
70495,1008,null,null,2025-06-02,12:00:00,20:00:00
70496,1013,null,null,2025-05-19,08:00:00,16:00:00
70497,1015,null,null,2025-05-20,14:00:00,22:00:00
70498,1017,null,null,2025-05-21,08:00:00,16:00:00
70499,1018,null,null,2025-05-22,14:00:00,22:00:00
70500,1023,null,null,2025-05-23,08:00:00,16:00:00
70501,1022,null,null,2025-05-24,14:00:00,22:00:00
70502,1033,null,null,2025-05-25,07:00:00,15:00:00
70503,1060,null,null,2025-05-26,15:00:00,23:00:00
70504,1038,null,null,2025-05-27,19:00:00,03:00:00
70505,1043,null,null,2025-05-28,23:00:00,07:00:00
70506,1075,null,null,2025-05-29,07:00:00,15:00:00
70507,1077,null,null,2025-05-30,15:00:00,23:00:00
70508,1078,null,null,2025-05-31,19:00:00,03:00:00
70509,1047,null,null,2025-06-01,23:00:00,07:00:00
70510,1090,null,null,2025-06-02,08:00:00,16:00:00
70511,1082,null,null,2025-05-19,14:00:00,22:00:00
70512,1088,null,null,2025-05-20,08:00:00,16:00:00
70513,1097,null,null,2025-05-21,08:00:00,16:00:00
70514,1093,null,null,2025-05-22,14:00:00,22:00:00
70515,1103,null,null,2025-05-23,08:00:00,16:00:00
70516,1105,null,null,2025-05-24,14:00:00,22:00:00
70517,1098,null,null,2025-05-25,08:00:00,16:00:00
70518,1107,null,null,2025-05-26,08:00:00,16:00:00
70519,1108,null,null,2025-05-27,14:00:00,22:00:00
70520,1112,null,null,2025-05-28,08:00:00,16:00:00
70521,1113,null,null,2025-05-29,14:00:00,22:00:00
70522,1118,null,null,2025-05-30,08:00:00,16:00:00
70523,1120,null,null,2025-05-31,14:00:00,22:00:00
70524,1122,null,null,2025-06-01,08:00:00,16:00:00
70525,1123,null,null,2025-06-02,14:00:00,22:00:00
70526,1127,null,null,2025-05-19,08:00:00,16:00:00
70527,1128,null,null,2025-05-20,14:00:00,22:00:00
70528,1137,null,null,2025-05-21,08:00:00,16:00:00
70529,1143,null,null,2025-05-22,14:00:00,22:00:00
70530,1142,null,null,2025-05-23,08:00:00,16:00:00
70531,1170,null,null,2025-05-24,06:00:00,14:00:00
70532,1154,null,null,2025-05-25,14:00:00,22:00:00
70533,1166,null,null,2025-05-26,22:00:00,06:00:00
70534,1174,null,null,2025-05-27,06:00:00,14:00:00
70535,1187,null,null,2025-05-28,08:00:00,16:00:00
70536,1185,null,null,2025-05-29,14:00:00,22:00:00
70537,1189,null,null,2025-05-30,08:00:00,16:00:00
70538,1194,null,null,2025-05-31,08:00:00,16:00:00
70539,1195,null,null,2025-06-01,14:00:00,22:00:00
70540,1190,null,null,2025-06-02,08:00:00,16:00:00
70541,1200,null,null,2025-05-19,08:00:00,16:00:00
70542,1201,null,null,2025-05-20,14:00:00,22:00:00
70543,1244,null,null,2025-05-21,08:00:00,16:00:00
70544,1240,null,null,2025-05-22,14:00:00,22:00:00
70545,1232,null,null,2025-05-23,08:00:00,16:00:00
70546,1249,null,null,2025-05-24,08:00:00,16:00:00
70547,1253,null,null,2025-05-25,14:00:00,22:00:00
70548,1251,null,null,2025-05-26,08:00:00,16:00:00
70549,1259,null,null,2025-05-27,08:00:00,16:00:00
70550,1258,null,null,2025-05-28,14:00:00,22:00:00
70551,1254,null,null,2025-05-29,08:00:00,16:00:00
70552,1269,null,null,2025-05-30,08:00:00,16:00:00
70553,1264,null,null,2025-05-31,14:00:00,22:00:00
70554,1268,null,null,2025-06-01,08:00:00,16:00:00
70555,1273,null,null,2025-06-02,08:00:00,16:00:00
70556,1274,null,null,2025-05-19,14:00:00,22:00:00
70557,1279,null,null,2025-05-20,08:00:00,16:00:00
70558,1288,null,null,2025-05-21,08:00:00,16:00:00
70559,1299,null,null,2025-05-22,14:00:00,22:00:00
70560,1281,null,null,2025-05-23,08:00:00,16:00:00
70561,1303,null,null,2025-05-24,08:00:00,16:00:00
70562,1304,null,null,2025-05-25,14:00:00,22:00:00
70563,1319,null,null,2025-05-26,08:00:00,16:00:00
70564,1334,null,null,2025-05-27,14:00:00,22:00:00
70565,1339,null,null,2025-05-28,08:00:00,16:00:00
70566,1359,null,null,2025-05-29,08:00:00,16:00:00
70567,1342,null,null,2025-05-30,14:00:00,22:00:00
70568,1377,null,null,2025-05-31,08:00:00,16:00:00
70569,1393,null,null,2025-06-01,08:00:00,16:00:00
70570,1397,null,null,2025-06-02,14:00:00,22:00:00
70571,1395,null,null,2025-05-19,08:00:00,16:00:00
70572,1004,null,null,2025-05-20,06:00:00,14:00:00
70573,1002,null,null,2025-05-21,14:00:00,22:00:00
70574,1005,null,null,2025-05-22,18:00:00,02:00:00
70575,1009,null,null,2025-05-23,08:00:00,16:00:00
70576,1017,null,null,2025-05-24,08:00:00,16:00:00
70577,1020,null,null,2025-05-25,08:00:00,16:00:00
70578,1022,null,null,2025-05-26,14:00:00,22:00:00
70579,1025,null,null,2025-05-27,08:00:00,16:00:00
70580,1062,null,null,2025-05-28,07:00:00,15:00:00
70581,1037,null,null,2025-05-29,15:00:00,23:00:00
70582,1032,null,null,2025-05-30,19:00:00,03:00:00
70583,1055,null,null,2025-05-31,23:00:00,07:00:00
70584,1065,null,null,2025-06-01,07:00:00,15:00:00
70585,1070,null,null,2025-06-02,15:00:00,23:00:00
70586,1047,null,null,2025-05-19,19:00:00,03:00:00
70587,1067,null,null,2025-05-20,23:00:00,07:00:00
70588,1085,null,null,2025-05-21,08:00:00,16:00:00
70589,1092,null,null,2025-05-22,14:00:00,22:00:00
70590,1082,null,null,2025-05-23,08:00:00,16:00:00
70591,1095,null,null,2025-05-24,08:00:00,16:00:00
70592,1097,null,null,2025-05-25,14:00:00,22:00:00
70593,1100,null,null,2025-05-26,08:00:00,16:00:00
70594,1107,null,null,2025-05-27,08:00:00,16:00:00
70595,1110,null,null,2025-05-28,14:00:00,22:00:00
70596,1115,null,null,2025-05-29,08:00:00,16:00:00
70597,1112,null,null,2025-05-30,14:00:00,22:00:00
70598,1122,null,null,2025-05-31,08:00:00,16:00:00
70599,1125,null,null,2025-06-01,14:00:00,22:00:00
70600,1130,null,null,2025-06-02,08:00:00,16:00:00
70601,1127,null,null,2025-05-19,14:00:00,22:00:00
70602,1145,null,null,2025-05-20,08:00:00,16:00:00
70603,1140,null,null,2025-05-21,14:00:00,22:00:00
70604,1137,null,null,2025-05-22,08:00:00,16:00:00
70605,1165,null,null,2025-05-23,06:00:00,14:00:00
70606,1178,null,null,2025-05-24,14:00:00,22:00:00
70607,1177,null,null,2025-05-25,22:00:00,06:00:00
70608,1173,null,null,2025-05-26,06:00:00,14:00:00
70609,1189,null,null,2025-05-27,08:00:00,16:00:00
70610,1194,null,null,2025-05-28,08:00:00,16:00:00
70611,1192,null,null,2025-05-29,14:00:00,22:00:00
70612,1200,null,null,2025-05-30,08:00:00,16:00:00
70613,1197,null,null,2025-05-31,14:00:00,22:00:00
70614,1217,null,null,2025-06-01,08:00:00,16:00:00
70615,1223,null,null,2025-06-02,14:00:00,22:00:00
70616,1238,null,null,2025-05-19,08:00:00,16:00:00
70617,1253,null,null,2025-05-20,08:00:00,16:00:00
70618,1258,null,null,2025-05-21,08:00:00,16:00:00
70619,1261,null,null,2025-05-22,14:00:00,22:00:00
70620,1256,null,null,2025-05-23,08:00:00,16:00:00
70621,1268,null,null,2025-05-24,08:00:00,16:00:00
70622,1271,null,null,2025-05-25,08:00:00,16:00:00
70623,1273,null,null,2025-05-26,14:00:00,22:00:00
70624,1276,null,null,2025-05-27,08:00:00,16:00:00
70625,1283,null,null,2025-05-28,08:00:00,16:00:00
70626,1288,null,null,2025-05-29,14:00:00,22:00:00
70627,1291,null,null,2025-05-30,08:00:00,16:00:00
70628,1301,null,null,2025-05-31,08:00:00,16:00:00
70629,1303,null,null,2025-06-01,14:00:00,22:00:00
70630,1306,null,null,2025-06-02,08:00:00,16:00:00
70631,1321,null,null,2025-05-19,14:00:00,22:00:00
70632,1340,null,null,2025-05-20,08:00:00,16:00:00
70633,1383,null,null,2025-05-21,08:00:00,16:00:00
70634,1390,null,null,2025-05-22,14:00:00,22:00:00
70635,1353,null,null,2025-05-23,08:00:00,16:00:00
70636,1397,null,null,2025-05-24,08:00:00,16:00:00
70637,1400,null,null,2025-05-25,14:00:00,22:00:00
70638,1005,null,null,2025-05-26,06:00:00,14:00:00
70639,1003,null,null,2025-05-27,14:00:00,22:00:00
70640,1001,null,null,2025-05-28,18:00:00,02:00:00
70641,1011,null,null,2025-05-29,08:00:00,16:00:00
70642,1010,null,null,2025-05-30,12:00:00,20:00:00
70643,1013,null,null,2025-05-31,08:00:00,16:00:00
70644,1018,null,null,2025-06-01,08:00:00,16:00:00
70645,1023,null,null,2025-06-02,08:00:00,16:00:00
70646,1020,null,null,2025-05-19,14:00:00,22:00:00
70647,1025,null,null,2025-05-20,08:00:00,16:00:00
70648,1070,null,null,2025-05-21,07:00:00,15:00:00
70649,1068,null,null,2025-05-22,15:00:00,23:00:00
70650,1043,null,null,2025-05-23,19:00:00,03:00:00
70651,1058,null,null,2025-05-24,23:00:00,07:00:00
70652,1048,null,null,2025-05-25,07:00:00,15:00:00
70653,1053,null,null,2025-05-26,15:00:00,23:00:00
70654,1033,null,null,2025-05-27,19:00:00,03:00:00
70655,1073,null,null,2025-05-28,23:00:00,07:00:00
70656,1088,null,null,2025-05-29,08:00:00,16:00:00
70657,1085,null,null,2025-05-30,14:00:00,22:00:00
70658,1083,null,null,2025-05-31,08:00:00,16:00:00
70659,1095,null,null,2025-06-01,08:00:00,16:00:00
70660,1093,null,null,2025-06-02,14:00:00,22:00:00
70661,1103,null,null,2025-05-19,08:00:00,16:00:00
70662,1098,null,null,2025-05-20,14:00:00,22:00:00
70663,1100,null,null,2025-05-21,08:00:00,16:00:00
70664,1110,null,null,2025-05-22,08:00:00,16:00:00
70665,1108,null,null,2025-05-23,14:00:00,22:00:00
70666,1115,null,null,2025-05-24,08:00:00,16:00:00
70667,1113,null,null,2025-05-25,14:00:00,22:00:00
70668,1118,null,null,2025-05-26,08:00:00,16:00:00
70669,1123,null,null,2025-05-27,08:00:00,16:00:00
70670,1125,null,null,2025-05-28,14:00:00,22:00:00
70671,1128,null,null,2025-05-29,08:00:00,16:00:00
70672,1130,null,null,2025-05-30,14:00:00,22:00:00
70673,1133,null,null,2025-05-31,08:00:00,16:00:00
70674,1143,null,null,2025-06-01,14:00:00,22:00:00
70675,1140,null,null,2025-06-02,08:00:00,16:00:00
70676,1176,null,null,2025-05-19,06:00:00,14:00:00
70677,1164,null,null,2025-05-20,14:00:00,22:00:00
70678,1184,null,null,2025-05-21,22:00:00,06:00:00
70679,1172,null,null,2025-05-22,06:00:00,14:00:00
70680,1185,null,null,2025-05-23,08:00:00,16:00:00
70681,1192,null,null,2025-05-24,08:00:00,16:00:00
70682,1195,null,null,2025-05-25,14:00:00,22:00:00
70683,1190,null,null,2025-05-26,08:00:00,16:00:00
70684,1197,null,null,2025-05-27,08:00:00,16:00:00
70685,1201,null,null,2025-05-28,14:00:00,22:00:00
70686,1248,null,null,2025-05-29,08:00:00,16:00:00
70687,1232,null,null,2025-05-30,14:00:00,22:00:00
70688,1246,null,null,2025-05-31,08:00:00,16:00:00
70689,1249,null,null,2025-06-01,08:00:00,16:00:00
70690,1256,null,null,2025-06-02,08:00:00,16:00:00
70691,1254,null,null,2025-05-19,14:00:00,22:00:00
70692,1261,null,null,2025-05-20,08:00:00,16:00:00
70693,1264,null,null,2025-05-21,08:00:00,16:00:00
70694,1269,null,null,2025-05-22,14:00:00,22:00:00
70695,1274,null,null,2025-05-23,08:00:00,16:00:00
70696,1271,null,null,2025-05-24,14:00:00,22:00:00
70697,1276,null,null,2025-05-25,08:00:00,16:00:00
70698,1279,null,null,2025-05-26,14:00:00,22:00:00
70699,1294,null,null,2025-05-27,08:00:00,16:00:00
70700,1291,null,null,2025-05-28,14:00:00,22:00:00
70701,1286,null,null,2025-05-29,08:00:00,16:00:00
70702,1301,null,null,2025-05-30,08:00:00,16:00:00
70703,1304,null,null,2025-05-31,14:00:00,22:00:00
70704,1324,null,null,2025-06-01,08:00:00,16:00:00
70705,1334,null,null,2025-06-02,14:00:00,22:00:00
70706,1314,null,null,2025-05-19,08:00:00,16:00:00
70707,1348,null,null,2025-05-20,08:00:00,16:00:00
70708,1351,null,null,2025-05-21,14:00:00,22:00:00
70709,1345,null,null,2025-05-22,08:00:00,16:00:00
70710,1398,null,null,2025-05-23,08:00:00,16:00:00
70711,1400,null,null,2025-05-24,14:00:00,22:00:00
70712,1393,null,null,2025-05-25,08:00:00,16:00:00
70713,1002,null,null,2025-05-26,06:00:00,14:00:00
70714,1006,null,null,2025-05-27,14:00:00,22:00:00
70715,1007,null,null,2025-05-28,18:00:00,02:00:00
70716,1004,null,null,2025-05-29,22:00:00,06:00:00
70717,1012,null,null,2025-05-30,08:00:00,16:00:00
70718,1008,null,null,2025-05-31,12:00:00,20:00:00
70719,1014,null,null,2025-06-01,08:00:00,16:00:00
70720,1015,null,null,2025-06-02,14:00:00,22:00:00
70721,1016,null,null,2025-05-19,08:00:00,16:00:00
70722,1019,null,null,2025-05-20,14:00:00,22:00:00
70723,1021,null,null,2025-05-21,08:00:00,16:00:00
70724,1024,null,null,2025-05-22,08:00:00,16:00:00
70725,1026,null,null,2025-05-23,14:00:00,22:00:00
70726,1076,null,null,2025-05-24,07:00:00,15:00:00
70727,1034,null,null,2025-05-25,15:00:00,23:00:00
70728,1056,null,null,2025-05-26,19:00:00,03:00:00
70729,1061,null,null,2025-05-27,23:00:00,07:00:00
70730,1075,null,null,2025-05-28,07:00:00,15:00:00
70731,1042,null,null,2025-05-29,15:00:00,23:00:00
70732,1031,null,null,2025-05-30,19:00:00,03:00:00
70733,1044,null,null,2025-05-31,23:00:00,07:00:00
70734,1081,null,null,2025-06-01,08:00:00,16:00:00
70735,1089,null,null,2025-06-02,14:00:00,22:00:00
70736,1087,null,null,2025-05-19,08:00:00,16:00:00
70737,1094,null,null,2025-05-20,08:00:00,16:00:00
70738,1096,null,null,2025-05-21,14:00:00,22:00:00
70739,1104,null,null,2025-05-22,08:00:00,16:00:00
70740,1105,null,null,2025-05-23,14:00:00,22:00:00
70741,1101,null,null,2025-05-24,08:00:00,16:00:00
70742,1109,null,null,2025-05-25,08:00:00,16:00:00
70743,1106,null,null,2025-05-26,14:00:00,22:00:00
70744,1111,null,null,2025-05-27,08:00:00,16:00:00
70745,1116,null,null,2025-05-28,14:00:00,22:00:00
70746,1114,null,null,2025-05-29,08:00:00,16:00:00
70747,1120,null,null,2025-05-30,08:00:00,16:00:00
70748,1121,null,null,2025-05-31,14:00:00,22:00:00
70749,1119,null,null,2025-06-01,08:00:00,16:00:00
70750,1124,null,null,2025-06-02,08:00:00,16:00:00
70751,1129,null,null,2025-05-19,08:00:00,16:00:00
70752,1126,null,null,2025-05-20,14:00:00,22:00:00
70753,1139,null,null,2025-05-21,08:00:00,16:00:00
70754,1134,null,null,2025-05-22,14:00:00,22:00:00
70755,1146,null,null,2025-05-23,08:00:00,16:00:00
70756,1166,null,null,2025-05-24,06:00:00,14:00:00
70757,1154,null,null,2025-05-25,14:00:00,22:00:00
70758,1182,null,null,2025-05-26,22:00:00,06:00:00
70759,1174,null,null,2025-05-27,06:00:00,14:00:00
70760,1186,null,null,2025-05-28,08:00:00,16:00:00
70761,1187,null,null,2025-05-29,14:00:00,22:00:00
70762,1188,null,null,2025-05-30,08:00:00,16:00:00
70763,1191,null,null,2025-05-31,08:00:00,16:00:00
70764,1193,null,null,2025-06-01,14:00:00,22:00:00
70765,1198,null,null,2025-06-02,08:00:00,16:00:00
70766,1196,null,null,2025-05-19,14:00:00,22:00:00
70767,1199,null,null,2025-05-20,08:00:00,16:00:00
70768,1223,null,null,2025-05-21,08:00:00,16:00:00
70769,1205,null,null,2025-05-22,14:00:00,22:00:00
70770,1213,null,null,2025-05-23,08:00:00,16:00:00
70771,1250,null,null,2025-05-24,08:00:00,16:00:00
70772,1251,null,null,2025-05-25,14:00:00,22:00:00
70773,1252,null,null,2025-05-26,08:00:00,16:00:00
70774,1260,null,null,2025-05-27,08:00:00,16:00:00
70775,1262,null,null,2025-05-28,14:00:00,22:00:00
70776,1263,null,null,2025-05-29,08:00:00,16:00:00
70777,1265,null,null,2025-05-30,08:00:00,16:00:00
70778,1267,null,null,2025-05-31,14:00:00,22:00:00
70779,1266,null,null,2025-06-01,08:00:00,16:00:00
70780,1270,null,null,2025-06-02,08:00:00,16:00:00
70781,1272,null,null,2025-05-19,14:00:00,22:00:00
70782,1277,null,null,2025-05-20,08:00:00,16:00:00
70783,1278,null,null,2025-05-21,14:00:00,22:00:00
70784,1280,null,null,2025-05-22,08:00:00,16:00:00
70785,1297,null,null,2025-05-23,08:00:00,16:00:00
70786,1287,null,null,2025-05-24,14:00:00,22:00:00
70787,1293,null,null,2025-05-25,08:00:00,16:00:00
70788,1302,null,null,2025-05-26,08:00:00,16:00:00
70789,1307,null,null,2025-05-27,08:00:00,16:00:00
70790,1325,null,null,2025-05-28,14:00:00,22:00:00
70791,1322,null,null,2025-05-29,08:00:00,16:00:00
70792,1364,null,null,2025-05-30,08:00:00,16:00:00
70793,1357,null,null,2025-05-31,14:00:00,22:00:00
70794,1372,null,null,2025-06-01,08:00:00,16:00:00
70795,1396,null,null,2025-06-02,08:00:00,16:00:00
70796,1395,null,null,2025-05-19,14:00:00,22:00:00
70797,1394,null,null,2025-05-20,08:00:00,16:00:00
70798,1006,null,null,2025-05-21,06:00:00,14:00:00
70799,1003,null,null,2025-05-22,14:00:00,22:00:00
70800,1009,null,null,2025-05-23,08:00:00,16:00:00
70801,1013,null,null,2025-05-24,08:00:00,16:00:00
70802,1016,null,null,2025-05-25,08:00:00,16:00:00
70803,1018,null,null,2025-05-26,14:00:00,22:00:00
70804,1021,null,null,2025-05-27,08:00:00,16:00:00
70805,1023,null,null,2025-05-28,14:00:00,22:00:00
70806,1020,null,null,2025-05-29,08:00:00,16:00:00
70807,1025,null,null,2025-05-30,08:00:00,16:00:00
70808,1026,null,null,2025-05-31,14:00:00,22:00:00
70809,1040,null,null,2025-06-01,07:00:00,15:00:00
70810,1051,null,null,2025-06-02,15:00:00,23:00:00
70811,1043,null,null,2025-05-19,19:00:00,03:00:00
70812,1031,null,null,2025-05-20,23:00:00,07:00:00
70813,1055,null,null,2025-05-21,07:00:00,15:00:00
70814,1042,null,null,2025-05-22,15:00:00,23:00:00
70815,1073,null,null,2025-05-23,19:00:00,03:00:00
70816,1072,null,null,2025-05-24,23:00:00,07:00:00
70817,1081,null,null,2025-05-25,08:00:00,16:00:00
70818,1088,null,null,2025-05-26,14:00:00,22:00:00
70819,1087,null,null,2025-05-27,08:00:00,16:00:00
70820,1096,null,null,2025-05-28,08:00:00,16:00:00
70821,1095,null,null,2025-05-29,14:00:00,22:00:00
70822,1093,null,null,2025-05-30,08:00:00,16:00:00
70823,1103,null,null,2025-05-31,08:00:00,16:00:00
70824,1102,null,null,2025-06-01,14:00:00,22:00:00
70825,1101,null,null,2025-06-02,08:00:00,16:00:00
70826,1106,null,null,2025-05-19,08:00:00,16:00:00
70827,1108,null,null,2025-05-20,14:00:00,22:00:00
70828,1110,null,null,2025-05-21,08:00:00,16:00:00
70829,1116,null,null,2025-05-22,08:00:00,16:00:00
70830,1113,null,null,2025-05-23,14:00:00,22:00:00
70831,1115,null,null,2025-05-24,08:00:00,16:00:00
70832,1117,null,null,2025-05-25,08:00:00,16:00:00
70833,1121,null,null,2025-05-26,14:00:00,22:00:00
70834,1118,null,null,2025-05-27,08:00:00,16:00:00
70835,1125,null,null,2025-05-28,08:00:00,16:00:00
70836,1123,null,null,2025-05-29,14:00:00,22:00:00
70837,1130,null,null,2025-05-30,08:00:00,16:00:00
70838,1126,null,null,2025-05-31,14:00:00,22:00:00
70839,1128,null,null,2025-06-01,08:00:00,16:00:00
70840,1138,null,null,2025-06-02,08:00:00,16:00:00
70841,1131,null,null,2025-05-19,14:00:00,22:00:00
70842,1140,null,null,2025-05-20,08:00:00,16:00:00
70843,1179,null,null,2025-05-21,06:00:00,14:00:00
70844,1163,null,null,2025-05-22,14:00:00,22:00:00
70845,1171,null,null,2025-05-23,22:00:00,06:00:00
70846,1178,null,null,2025-05-24,06:00:00,14:00:00
70847,1185,null,null,2025-05-25,08:00:00,16:00:00
70848,1188,null,null,2025-05-26,14:00:00,22:00:00
70849,1192,null,null,2025-05-27,08:00:00,16:00:00
70850,1190,null,null,2025-05-28,14:00:00,22:00:00
70851,1195,null,null,2025-05-29,08:00:00,16:00:00
70852,1198,null,null,2025-05-30,08:00:00,16:00:00
70853,1197,null,null,2025-05-31,14:00:00,22:00:00
70854,1201,null,null,2025-06-01,08:00:00,16:00:00
70855,1228,null,null,2025-06-02,08:00:00,16:00:00
70856,1215,null,null,2025-05-19,14:00:00,22:00:00
70857,1245,null,null,2025-05-20,08:00:00,16:00:00
70858,1249,null,null,2025-05-21,08:00:00,16:00:00
70859,1252,null,null,2025-05-22,14:00:00,22:00:00
70860,1257,null,null,2025-05-23,08:00:00,16:00:00
70861,1259,null,null,2025-05-24,14:00:00,22:00:00
70862,1262,null,null,2025-05-25,08:00:00,16:00:00
70863,1269,null,null,2025-05-26,08:00:00,16:00:00
70864,1264,null,null,2025-05-27,14:00:00,22:00:00
70865,1267,null,null,2025-05-28,08:00:00,16:00:00
70866,1271,null,null,2025-05-29,08:00:00,16:00:00
70867,1274,null,null,2025-05-30,14:00:00,22:00:00
70868,1272,null,null,2025-05-31,08:00:00,16:00:00
70869,1278,null,null,2025-06-01,08:00:00,16:00:00
70870,1277,null,null,2025-06-02,14:00:00,22:00:00
70871,1276,null,null,2025-05-19,08:00:00,16:00:00
70872,1292,null,null,2025-05-20,08:00:00,16:00:00
70873,1287,null,null,2025-05-21,14:00:00,22:00:00
70874,1286,null,null,2025-05-22,08:00:00,16:00:00
70875,1301,null,null,2025-05-23,08:00:00,16:00:00
70876,1304,null,null,2025-05-24,14:00:00,22:00:00
70877,1302,null,null,2025-05-25,08:00:00,16:00:00
70878,1331,null,null,2025-05-26,08:00:00,16:00:00
70879,1327,null,null,2025-05-27,14:00:00,22:00:00
70880,1322,null,null,2025-05-28,08:00:00,16:00:00
70881,1344,null,null,2025-05-29,08:00:00,16:00:00
70882,1362,null,null,2025-05-30,14:00:00,22:00:00
70883,1364,null,null,2025-05-31,08:00:00,16:00:00
70884,1400,null,null,2025-06-01,08:00:00,16:00:00
70885,1393,null,null,2025-06-02,14:00:00,22:00:00
70886,1398,null,null,2025-05-19,08:00:00,16:00:00
70887,1007,null,null,2025-05-20,06:00:00,14:00:00
70888,1006,null,null,2025-05-21,14:00:00,22:00:00
70889,1004,null,null,2025-05-22,18:00:00,02:00:00
70890,1010,null,null,2025-05-23,08:00:00,16:00:00
70891,1012,null,null,2025-05-24,12:00:00,20:00:00
70892,1015,null,null,2025-05-25,08:00:00,16:00:00
70893,1014,null,null,2025-05-26,14:00:00,22:00:00
70894,1017,null,null,2025-05-27,08:00:00,16:00:00
70895,1019,null,null,2025-05-28,14:00:00,22:00:00
70896,1022,null,null,2025-05-29,08:00:00,16:00:00
70897,1021,null,null,2025-05-30,14:00:00,22:00:00
70898,1024,null,null,2025-05-31,08:00:00,16:00:00
70899,1026,null,null,2025-06-01,14:00:00,22:00:00
70900,1075,null,null,2025-06-02,07:00:00,15:00:00
70901,1067,null,null,2025-05-19,15:00:00,23:00:00
70902,1071,null,null,2025-05-20,19:00:00,03:00:00
70903,1037,null,null,2025-05-21,23:00:00,07:00:00
70904,1030,null,null,2025-05-22,07:00:00,15:00:00
70905,1044,null,null,2025-05-23,15:00:00,23:00:00
70906,1064,null,null,2025-05-24,19:00:00,03:00:00
70907,1041,null,null,2025-05-25,23:00:00,07:00:00
70908,1081,null,null,2025-05-26,08:00:00,16:00:00
70909,1092,null,null,2025-05-27,14:00:00,22:00:00
70910,1079,null,null,2025-05-28,08:00:00,16:00:00
70911,1097,null,null,2025-05-29,08:00:00,16:00:00
70912,1094,null,null,2025-05-30,14:00:00,22:00:00
70913,1096,null,null,2025-05-31,08:00:00,16:00:00
70914,1101,null,null,2025-06-01,08:00:00,16:00:00
70915,1105,null,null,2025-06-02,14:00:00,22:00:00
70916,1104,null,null,2025-05-19,08:00:00,16:00:00
70917,1107,null,null,2025-05-20,08:00:00,16:00:00
70918,1109,null,null,2025-05-21,14:00:00,22:00:00
70919,1114,null,null,2025-05-22,08:00:00,16:00:00
70920,1112,null,null,2025-05-23,14:00:00,22:00:00
70921,1116,null,null,2025-05-24,08:00:00,16:00:00
70922,1120,null,null,2025-05-25,08:00:00,16:00:00
70923,1119,null,null,2025-05-26,14:00:00,22:00:00
70924,1122,null,null,2025-05-27,08:00:00,16:00:00
70925,1124,null,null,2025-05-28,14:00:00,22:00:00
70926,1129,null,null,2025-05-29,08:00:00,16:00:00
70927,1127,null,null,2025-05-30,14:00:00,22:00:00
70928,1126,null,null,2025-05-31,08:00:00,16:00:00
70929,1134,null,null,2025-06-01,08:00:00,16:00:00
70930,1142,null,null,2025-06-02,14:00:00,22:00:00
70931,1144,null,null,2025-05-19,08:00:00,16:00:00
70932,1168,null,null,2025-05-20,06:00:00,14:00:00
70933,1180,null,null,2025-05-21,14:00:00,22:00:00
70934,1172,null,null,2025-05-22,22:00:00,06:00:00
70935,1176,null,null,2025-05-23,06:00:00,14:00:00
70936,1189,null,null,2025-05-24,08:00:00,16:00:00
70937,1186,null,null,2025-05-25,14:00:00,22:00:00
70938,1187,null,null,2025-05-26,08:00:00,16:00:00
70939,1193,null,null,2025-05-27,08:00:00,16:00:00
70940,1194,null,null,2025-05-28,14:00:00,22:00:00
70941,1191,null,null,2025-05-29,08:00:00,16:00:00
70942,1196,null,null,2025-05-30,08:00:00,16:00:00
70943,1198,null,null,2025-05-31,14:00:00,22:00:00
70944,1200,null,null,2025-06-01,08:00:00,16:00:00
70945,1235,null,null,2025-06-02,08:00:00,16:00:00
70946,1219,null,null,2025-05-19,14:00:00,22:00:00
70947,1225,null,null,2025-05-20,08:00:00,16:00:00
70948,1253,null,null,2025-05-21,08:00:00,16:00:00
70949,1251,null,null,2025-05-22,14:00:00,22:00:00
70950,1250,null,null,2025-05-23,08:00:00,16:00:00
70951,1262,null,null,2025-05-24,08:00:00,16:00:00
70952,1258,null,null,2025-05-25,14:00:00,22:00:00
70953,1257,null,null,2025-05-26,08:00:00,16:00:00
70954,1265,null,null,2025-05-27,08:00:00,16:00:00
70955,1268,null,null,2025-05-28,14:00:00,22:00:00
70956,1266,null,null,2025-05-29,08:00:00,16:00:00
70957,1272,null,null,2025-05-30,08:00:00,16:00:00
70958,1273,null,null,2025-05-31,14:00:00,22:00:00
70959,1270,null,null,2025-06-01,08:00:00,16:00:00
70960,1275,null,null,2025-06-02,08:00:00,16:00:00
